Text,Language,text_length,text_length_log
"из рубинов салаты из изумрудов и хлеб там сделан из золотого золотого хлеба, как прекрасно это варенье будет выглядеть и вкусно с хлебом, который она взяла с собой.",Russian,164,5.10594547390058
"рубиновое варенье на нем и откусил огромный кусок, это так жарко, я не могу так хорошо есть, это хлеб из золота, и он тоже самый лучший, но если ты не можешь его съесть, должен я тебе достать серебряный хлеб ты ешь.",Russian,215,5.375278407684165
"что-то еще, но я хочу нормальный хлеб, который я могу съесть, разве ты не выглядишь так будущая жена моего отца, ракушка, холодно, ты должен есть только лучший нарцис.",Russian,167,5.123963979403259
Я смотрел на всю еду.,Russian,21,3.091042453358316
"но была убита горем из-за всего, что было несъедобным, она вскоре начала плакать, я не хочу этого, но еда действительно хорошая.",Russian,128,4.859812404361672
"вот попробуйте золотого картофеля, он действительно хорош, и после того, как вы выйдете за меня замуж.",Russian,102,4.634728988229636
"тебе придется все это съесть, я думал, тебе нравятся модные вещи, нет, я не хочу жениться на тебе, я хочу домой.",Russian,112,4.727387818712341
чтобы моя мать отпустила меня домой Мелисса и Терренс посмотрели друг на друга и хорошо подмигнули.,Russian,99,4.605170185988092
"Если это действительно то, чего ты хочешь, я отведу тебя домой, Терренс принял плачущий и несчастный.",Russian,101,4.624972813284271
"Нарцис дома в карете она начала глубоко думать о выборе, который она сделала, когда вернулась домой.",Russian,100,4.61512051684126
"она побежала обнять свою мать, которая сидела в доме грустная, ни сестра, о моя милая дочь, я думал, что никогда больше тебя не увижу.",Russian,134,4.90527477843843
"о, мама, я так тебя люблю, и ты была правильной внешностью, и богатство - это еще не все, золотой хлеб был бесполезен, потому что я не мог есть его и этого человека, хотя.",Russian,171,5.147494476813453
"он был красив, он вообще не заботился обо мне, но моя дорогая, ты понимаешь, что именно так ты относился к другим, я знаю, мне очень жаль, как я вела себя, мама, о нет, все в порядке, раз ты видела.",Russian,198,5.293304824724492
"в чем была твоя ошибка, давай с того дня накормим тебя чем-нибудь приятным.",Russian,75,4.330733340286331
"Нарциса изменила свой образ жизни, сначала она боролась, но постепенно и терпеливо она начала становиться намного лучше.",Russian,120,4.795790545596741
Однажды Мелли и Терри снова пришли встретиться с Мариан.,Russian,56,4.04305126783455
"О, привет, вы двое, так скажите нам Мэриан.",Russian,43,3.784189633918261
"Как' теперь нарциссизм Мэриан рассказал им обоим все, что произошло, и она так сильно изменилась с того времени.",Russian,112,4.727387818712341
"Думаю, она не хотела бы больше золотого хлеба, а ты знаешь.",Russian,59,4.0943445622221
"Терри вы на самом деле немного похожи на этого ангела, хотя что я вижу, как вы могли быть им, вы двое такие милые",Russian,113,4.736198448394496
"Nature er et britisk multidisciplinært videnskabeligt tidsskrift, der blev udgivet første gang den 4. november 1869.",Danish,116,4.762173934797756
"[1] Det er rangeret som verdens mest citerede videnskabelige tidsskrift af Science Edition i 2010-udgaven Journal Citation Reports og har en I-faktor på 40.137, hvilket gør det til verdens mest citerede akademiske magasin.",Danish,222,5.407171771460119
"[2][3] Det er et af de få tilbageværende akademiske tidsskrifter, der udgiver original forskning spredt over en bred række videnskabelige emner.",Danish,144,4.976733742420574
"[3][4] Tidsskriftets primære målgruppe er forskere, men resuméer og medfølgende artikler fremstilles for at gøre de fleste af de vigtigste artikler forståelige for videnskabsfolk inden for andre felter og den uddannede offentlighed.",Danish,232,5.4510384535657
"I starten af hvert tidsskrift er ledere, nyheder og feature-artikler som har generel interesse for videnskabsfolk, inklusive nye opdagelser, videnskabsetik og videnskabelige gennembrud.",Danish,185,5.225746673713202
Der er også sektioner med bøger og kunst.,Danish,41,3.7376696182833684
"Resten af tidsskriftet består primært af videnskabelige artikler, der ofte er tætskrevne og meget tekniske.",Danish,107,4.68213122712422
"Der er strikser regler for artiklerne i magasiner er mange af dem opsummeringer af det videnskabelige arbejder, der ligger bag, og er derfor uddybende materiale på tidsskriftets hjemmeside.",Danish,189,5.247024072160486
"Nature dækker en lang række forskningsgrene, hvor vigtige nye opdagelser og original forskning bliver udgivet enten som artikler eller som ""letters"" i tidsskriftet.",Danish,164,5.10594547390058
"Artiklerne, som er blevet udgivet i Nature er ofte blevet international anerkendt for at opretholde meget høje forskningsstandarder.",Danish,132,4.890349128221754
"Færre end 8 % af de artikler, som sendes til tidsskriftet, ender med at blive accepteret og udgivet.",Danish,100,4.61512051684126
[5] I 2007 modtog Nature Prince of Asturias Award for Communications and Humanity sammen med Science.,Danish,101,4.624972813284271
"[6][7] Wikipedia er en internetencyklopædi, der forekommer i flere sprogversioner, udelukkende med frit indhold og ingen reklamer (selvom donationer accepteres), baseret på et åbent samarbejde igennem en model, hvor brugere kan redigere ved hjælp af internet-baserede applikationer som webbrowsere, kaldet wiki.",Danish,311,5.7430031878094825
"Det er det største og mest populære generelle referenceværk på internettet,[1][2][3] og i april 2019 var det blandt de mest populære hjemmesider ifølge Alexa rangeringsystem.",Danish,174,5.1647859739235145
"[4] Wikipedia ejes og drives af Wikimedia Foundation, en almennyttig organisation der drives ved hjælp af donationer for at kunne være uafhængig.",Danish,145,4.983606621708336
[5][6][7][8] Wikipedia blev lanceret den 15. januar 2001 af Jimmy Wales og Larry Sanger.,Danish,88,4.48863636973214
"[9] Sanger fandt på navnet,[10]
[11] som en portmanteau af wiki (det hawaiianske ord for ""hurtig""[12]) og ""encyclopedia"".",Danish,121,4.804021044733257
"Oprindeligt var det udelukkende en engelsksproget encyklopædi, men andre sprogversioner blev hurtigt udviklet.",Danish,110,4.709530201312334
Pr.,Danish,3,1.3862943611198906
"torsdag den 28. januar 2021 har den engelsksprogede Wikipedia 6.237.605 artikler, 141.020 aktive bidragydere og 1.115 administratorer.",Danish,134,4.90527477843843
[13] Det er dermed den sprogversion af Wikipedia med flest artikler.,Danish,68,4.23410650459726
Tilsammen har de over 300 sprogversioner af hjemmesiden mere end 40 millioner artikler på 301 forskellige sprog[14] og i februar 2014 nåede siden 18 milliarder sidevisninger og næsten 500 millioner unikke besøgende om måneden.,Danish,226,5.424950017481403
"[17][18] Det efterfølgende år skrev Time magazine at den åbne dørs politik tillod at hvem som helst kunne redigere, og at det gjorde det til den bedste encyklopædi i verden, og det hyldede Jimmy Wales' vision.",Danish,209,5.3471075307174685
"[19] Wikipedia er blevet kritiseret for at udvise systematisk bias, for at fremstille en blanding af ""sandheder, halve sandheder og nogle løgne"",[20] og for at være genstand for manipulation og spin i forbindelse med kontroversielle emner.",Danish,239,5.480638923341991
[21] I 2017 annoncerede Facebook at siden ville hjælpe læsere med at detektere fake news ved at foreslå links til relaterede Wikipedia-artikler.,Danish,144,4.976733742420574
YouTube annoncerede lignende planer i 2018.,Danish,43,3.784189633918261
[22] Den danske udgave blev påbegyndt den 1. februar 2002.,Danish,58,4.07753744390572
Den danske Wikipedia har 264.512 artikler pr.,Danish,45,3.828641396489095
28. januar 2021.,Danish,16,2.833213344056216
"De tre bærende principper på Wikipedia, der tilsammen definerer dens niche på World Wide Web er: Wikipedia støttes af Richard M. Stallman og Free Software Foundation.",Danish,166,5.117993812416755
"Stallman påpegede brugbarheden af en ""fri universel encyklopædi"" før Wikipedia blev startet.",Danish,92,4.532599493153256
"Oprindeligt startede Wikipedia med at køre på UseModWiki, skrevet af Clifford Adams.",Danish,84,4.442651256490317
Den 26. januar 2002 skiftede den engelske Wikipedia program fra UseModWiki til PHP og MySQL.,Danish,92,4.532599493153256
Den 25. september 2002 skiftede den danske Wikipedia over til samme program.,Danish,76,4.343805421853684
"Projektet kører på mange dedikerede servere, der er placeret i Florida, USA og tre andre steder i verden.",Danish,105,4.663439094112067
Disse servere er ansvarlige for Wikipedia på alle sprog og for postlisterne.,Danish,76,4.343805421853684
Wikipedia modtager mellem 2000-7000 sidevisninger per sekund.,Danish,61,4.127134385045092
Over 200 servere er blevet sat op for i fællesskab at kunne håndtere den enorme mængde trafik.,Danish,94,4.553876891600541
Mobile enheder kan tilgå de mobile udgaver af Wikipedia.,Danish,56,4.04305126783455
Den første mobile udgave formateret til WAP (wapedia.mobi) har eksisteret siden 2004 – og siden 2009 til andre mobile enheder inkl.,Danish,131,4.882801922586371
"iPod, Android-enheder, og Kindle (da.m.wikipedia.org og en.m.wikipedia.org).",Danish,76,4.343805421853684
Alle der er koblet til Internettet kan læse og skrive i Wikipedias artikler.,Danish,76,4.343805421853684
Bidrag angives med IP-adressen.,Danish,31,3.4657359027997265
"Personer der har lyst til at bidrage med mere, kan oprette sig som brugere.",Danish,75,4.330733340286331
Dette er gratis og har en del fordele – primært overskuelighed.,Danish,63,4.1588830833596715
Enkelte kontroversielle artikler kan være semibeskyttet; dvs.,Danish,61,4.127134385045092
låst for bidrag fra IP-adresser.,Danish,32,3.4965075614664802
Alle kan bekæmpe vandalisme og brugere der er blevet erfarne indenfor wikiprocedurerne kan vælges til administratorer.,Danish,118,4.77912349311153
"Administratorer kan slette artikler, blokere brugere og beskytte artikler.",Danish,74,4.31748811353631
Der er p.t.,Danish,11,2.4849066497880004
24 administratorer på den danske Wikipedia Brugere oprettes som administratorer af bureaukrater (Bureaucrats) der også kan ændre brugernavne.,Danish,141,4.955827057601261
"Administratorer kan få taget deres rettigheder, hvis de udøver magtmisbrug.",Danish,75,4.330733340286331
Det gøres af forvaltere (Stewards).,Danish,35,3.58351893845611
Forvaltere vælges en gang om året ved demokratiske afstemninger.,Danish,64,4.174387269895637
Wikipedias styrke er blandt andet at udnytte diverse brugeres evner.,Danish,68,4.23410650459726
"Nogle ved en masse om et emne, men formulerer sig dårligt.",Danish,58,4.07753744390572
"Andre aner intet om emnet, men kan rette stavefejl, tegnsætning o.lign.",Danish,71,4.276666119016055
"Nogle brugere har kæpheste, som at bekæmpe dåsedansk og patruljerer da.wikipedia.org regelmæssigt.",Danish,98,4.59511985013459
"Erfarne brugere kan wikificere nye brugeres bidrag – indsætte hyperlinks, billeder, links til andre sprog, kategorier mm.",Danish,121,4.804021044733257
Sammenlignet med andre sites på dansk er den danske Wikipedia godt besøgt og lå december 2013 på en 20.,Danish,103,4.6443908991413725
plads.,Danish,6,1.9459101490553132
"[23] I november 2013 var der omkring 40,4 millioner sidevisninger, eller 56.000 sidevisninger i timen.",Danish,102,4.634728988229636
"[24] Sammenlignet med andre sites besøgt fra Danmark, er Wikipedia (alle sprogversioner medtaget) også godt besøgt og lå december 2013 på en 6.",Danish,143,4.969813299576001
"[25] Den danske Wikipedia er ikke repræsenteret på FDIMs statistik (viser kun sites under .dk), men hvad sidevisninger angår, lå dansk Wikipedia i oktober 2013 mellem 12. og 13.-pladsen, mellem politiken.dk og jp.dk
[26]  Wikipedia har ikke nogen side med navnet ""Machine learning"".",Danish,282,5.645446897643238
"Hvis du har lige har oprettet denne side, og du alligevel får denne meddelelse, kan det skyldes at der er forsinkelse i opdateringen af Wikipedias cache, eller at du har stavet titlen forkert.",Danish,192,5.262690188904886
"Tjek stavningen, eller se om den dukker op senere, inden du forsøger at oprette artiklen igen.",Danish,94,4.553876891600541
"så i dag lærer vi 10 nye smarte ord, deres betydning rodord og eksempel sætninger, så lad os komme i gang hej alle dette er, og du holder øje med.",Danish,146,4.990432586778736
og i denne video vil jeg give dig 10 smarte ord til daglig brug og i slutningen af ​​denne video.,Danish,97,4.584967478670572
Jeg vil også give dig et smart tip til at lyde virkelig flydende smart ordnummer.,Danish,81,4.406719247264253
"man er oversvømmet oversvømmet betyder drukning eller oversvømmelse, men oversvømmet bruges ofte i forbindelse med arbejde som jeg ' m oversvømmet med arbejde, jeg har for meget arbejde at gøre, jeg er blevet oversvømmet med arbejde i hele denne uge, jeg har næppe haft tid til at trække vejret nu, lad os se på roden af ​​dette ord.",Danish,333,5.811140992976701
"sump er et stykke vådområde, og hvis nogen træder det forkerte sted på en sump, kan de let drukne, og verbets form af sump betyder at synke, så her kan du bruge dette ord.",Danish,171,5.147494476813453
"Lad os sige, at du har mange opgaver, og du har en test, der kommer, og dine venner kommer til dig, og de siger.",Danish,112,4.727387818712341
"hej, hvorfor hænger du ikke med os, du kan sige til dem, jeg er ked af det, men jeg er oversvømmet med arbejde, eller jeg er oversvømmet med nogle andre ord, som du kan bruge i stedet for oversvømmet, hvis jeg har for meget at gøre.",Danish,232,5.4510384535657
"der er for meget på min tallerken, jeg drukner i arbejde.",Danish,57,4.060443010546419
"jeg er narret med opgaver smart ord nummer to er catch-22 nu er jeg sikker på at du ' har hørt dette ord før fangst-22 betyder en umulig situation, hvor du ikke kan gøre den ene ting, medmindre du har gjort den anden, og du ikke kan gøre den anden, fordi du ikke har gjort den første har.",Danish,288,5.666426688112432
"Jeg forvirrede dig, så lad mig give dig nogle eksempler, en situation, hvor catch-22 er, når du ikke får et job uden at have erhvervserfaring.",Danish,142,4.962844630259907
"men du kan ikke få erfaring, før du får et job catch-22 blev opfundet af joseph heller i hans berømte bog med samme navn catch-22, da han beskrev nogle modstridende regler, der var gældende for soldater under 2. verdenskrig.",Danish,224,5.41610040220442
"et andet eksempel på catch-22 er, at du har brug for et banklån, fordi du ikke har nok.",Danish,87,4.477336814478207
"penge, men du ville ikke få det banklån, medmindre du beviste over for banken, at du har penge nok, så husk næste gang du sidder fast i en vanskelig situation.",Danish,159,5.075173815233827
at bruge ordet catch-22.,Danish,24,3.2188758248682006
"og få disse beundrende udseende fra dine venner andre ord, som du kan bruge i stedet for catch-22 er paradoks eller dilemma smart ord.",Danish,134,4.90527477843843
nummer tre er suave suave suave betyder at være sofistikeret for at være høflig klar og cool.,Danish,93,4.543294782270004
"velopdragen ordet suave har flere forskellige oprindelser, men en meget interessant oprindelse af ordet er, hvilket betyder behagelig eller sød smagseksempel.",Danish,158,5.0689042022202315
"han er så klar og suave, især foran damerne eller barack obama er så suave og poleret.",Danish,86,4.465908118654584
"Husk nu, når du er på fest næste gang, og du ser denne person, der er sådan.",Danish,76,4.343805421853684
velopdragen og kultiveret og sofistikeret.,Danish,42,3.7612001156935624
"glem ikke at sige hej, hvem der er den suave fyr lige derude i hjørnet ved hjælp af dette ord vil straks gøre dit ordforråd.",Danish,124,4.8283137373023015
meget suave så smart ord nummer fire er forfærdeligt forfærdeligt ordet forfærdeligt betyder noget virkelig dårligt forfærdeligt forfærdeligt grusomt forfærdeligt stødende forfærdeligt har en latinsk rod kaldet.,Danish,211,5.356586274672012
der betyder frygt grusom eller frygtelig nogle eksempler på ordet forfærdelige er de nylige voldtægtshændelser i Delhi var frygtelige eller fanger behandles.,Danish,157,5.062595033026967
"på en frygtelig måde undertiden i fængsler bruges grusomme også i det daglige liv til at tale om nogle almindelige forkerte handlinger, og du vil overdrive det.",Danish,160,5.081404364984463
"for eksempel var hans bordmanerer forfærdelige, eller hendes sans for kjole er så grusom, eller hans grammatik er forfærdelig.",Danish,126,4.844187086458591
så husk at gøre det næste gang du hører om en forfærdelig handling på nyheden.,Danish,78,4.3694478524670215
"bemærke og sige, at dette er en frygtelig handling smart ord nummer 5 er fantastisk, fantastisk, fantastisk, betyder forbløffende forbløffende.",Danish,143,4.969813299576001
"nu bruger vi ofte ordet fantastisk her ' s et andet ord, som du kan bruge i stedet for fantastisk fantastisk f.eks.",Danish,115,4.7535901911063645
"i dag fik jeg en fantastisk score på min test, hvilket betyder, at jeg fik en meget høj score eller.",Danish,100,4.61512051684126
"Jeg fik en næsten perfekt score ordet forbløffende har klassiske latinske rødder fra ordet, som betyder.",Danish,104,4.653960350157523
"at blive bedøvet så fantastisk bruges til at beskrive noget, der er forbløffende godt, for eksempel ser hun fantastisk ud i den kjole eller hvilken fantastisk udsigt fra denne altan, eller jeg læser denne fantastiske bog, som jeg ikke kan lægge fra, hvad med dig at gå og fortælle.",Danish,281,5.641907070938114
"dine venner, der er denne fantastiske kanal for studerende, og nogle andre ord, som du kan bruge i stedet for fantastiske, er utrolige fantastiske eller usædvanligt gode, så inden vi fortsætter med de afbalancerede fem ord på denne video, skal du huske at sætte en kommentar under denne video.",Danish,293,5.683579767338681
"at fortælle mig, hvilket af disse ti ord der var dit foretrukne smarte ord nummer seks, er i en fix i en fix betyder at være i en besværlig situation, for eksempel dreng, jeg er i en fix, fordi jeg har lavet planer med to forskellige venner til dette aften.",Danish,257,5.552959584921617
"Jeg har mistet min telefon, og jeg er i en løsning, eller vores bus gik i stykker i morges, og jeg er i en ordning, min ven henvender sig altid til mig for at få hjælp, når han er i en løsning, og når det går godt, glemmer han det.",Danish,231,5.44673737166631
"mig så næste gang du får matematik lektier fra skolen, for eksempel, og hvis du har efterladt din matematikbog i skolen, så kan du fortælle dine venner, at du er i en rigtig løsning, nu tror du måske, at ordet fix har noget at gøre med at reparere noget.",Danish,254,5.541263545158426
"men nej i en ordning betyder at være i en besværlig situation andre ord, som du kan bruge i stedet for i en rettelse, er jeg er i en suppe eller jeg ' m i et rod eller jeg er i en plet af plage eller bare jeg er i et sted smart ord nummer 7 er flummox flummox betyder at forvirre nogen.",Danish,286,5.659482215759621
"så meget, at de glemmer, hvad de skal gøre nu forvirret, har tendens til at være et overbrugt ord, så i stedet for det, hvorfor bruger du ikke flummox, for eksempel så drengen helt ud.",Danish,184,5.220355825078324
"ved hans egen refleksion i spejlet, eller turisten blev flummoxed af de forskellige skikke, der.",Danish,96,4.574710978503383
"han stødte på under sine rejser eller i et interview, da hun blev spurgt, hvorfor skulle vi ansætte dig, hun så helt flummoxed ud, så næste gang hvis du bliver forvirret på spørgsmål, for eksempel i en undersøgelse, så du.",Danish,222,5.407171771460119
"kan altid sige det, fordi jeg ikke havde ' t forberedt mig meget godt til eksamen, jeg blev flummoxed af nogle af de spørgsmål, andre ord, som du kan bruge i stedet for flummoxed, er forvirret forvirret eller forvirret smart ord nummer otte er rendezvous rendezvous rendezvous.",Danish,277,5.627621113690637
"er en meget fransk måde at sige møde eller dato på, for eksempel har jeg et møde med mine venner over frokosten på lørdag, eller jeg planlægger at møde med mine venner i indkøbscentret for film, at møde kan bruges både som substantiv eller som verbum for eksempel.",Danish,264,5.579729825986222
"Jeg har en rendezvous med mine venner i aften, eller jeg vil rendezvous med mine venner i morgen.",Danish,97,4.584967478670572
"i frankrig blev rendezvous tidligere brugt af hæren til at angive et mødested for tropperne, nu er der noget lidt spændende og hemmelighedsfuldt over ordet rendezvous selv nu, så mens du kan bruge rendezvous til ethvert møde.",Danish,225,5.420534999272286
"og en skarp vinkel er denne skarpe vinkel mindre end 90 grader så skarp som et ord bruges til at betegne skarp og derfor også mentalt skarp og stump betegner stump og derfor også lidt langsom i sindet så eksempel sætninger med stump er manden var så stump, at han gav sit kodeord til en falsk opkalder eller det stumpe barn.",Danish,324,5.783825182329737
var ikke i stand.,Danish,17,2.8903717578961645
end normalt at se lidt træt og manglende ud.,Danish,44,3.8066624897703196
"i energieksempel gør en tung frokost mig meget om eftermiddagen træg har rødder fra ordet, hvilket betyder en langsom person, og en snegl er et dyr, der bevæger sig rigtig meget langsomt som en snegleeksempel.",Danish,209,5.3471075307174685
"økonomien har været meget træg i år, eller kampen er taget op efter en træg start.",Danish,82,4.418840607796598
"eller forretning har været træg i dette kvartal, kan du bruge det i dit daglige liv, hvis du føler dig meget træt en dag, kan du fortælle det til din mor, eller du kan fortælle det.",Danish,181,5.204006687076795
"dine venner, jeg føler mig meget træg.",Danish,38,3.6635616461296463
"i dag kunne jeg gøre med en energidrik, andre ord, som du kan bruge i stedet for træg, kan være sløv eller trække mine fødder, så det var de 10 smarte ord og før.",Danish,162,5.093750200806762
Jeg giver dig det hemmelige tip til at lyde meget flydende.,Danish,59,4.0943445622221
"Jeg vil minde dig om, at hvis du leder efter smarte ord, du kan bruge til et telefonopkald, så lægger jeg et link til en video.",Danish,127,4.852030263919617
"nede i beskrivelsesboksen for det, og nu er det hemmelige tip det hemmelige tip til at lyde flydende er at bruge ikke mere end et smart ord eller en sætning, som jeg nogle gange kender.",Danish,185,5.225746673713202
vi bliver meget begejstrede fordi.,Danish,34,3.5553480614894135
"vi' Vi har lært en hel masse af disse smarte ord, og vi har tendens til at sætte to tre fire af dem i en sætning, der ikke lyder naturligt.",Danish,139,4.941642422609304
"så en ad gangen skal du være sikker på at du udtaler .ordet på den rigtige måde, gå videre til google og skriv ordet, og i søgningen lige øverst ser du et lille højttalerikon, klik på den højttaler.",Danish,198,5.293304824724492
og hør udtalen en eller to gange.,Danish,33,3.5263605246161616
"og du er klar til at gå, og hvis du kan lide denne video, så glem ikke at give os tommelfingre med en kommentar.",Danish,112,4.727387818712341
"for mig under det fortæller mig hvilke af disse 10 ord, hvad der er din favorit og også.",Danish,88,4.48863636973214
hvis du ikke allerede har trykket på abonnementsknappen og klokkeikonet lige ved siden af ​​det og glæde at se.,Danish,111,4.718498871295094
hej fyre velkommen til min kanal i denne video.,Danish,47,3.871201010907891
"Jeg vil give dig top 50 engelske sætninger, som du kan bruge i din hverdag.",Danish,75,4.330733340286331
så hvis du lige er ved at starte din rejse.,Danish,43,3.784189633918261
"til et engelsktalende land, kan du helt bruge dette.",Danish,52,3.970291913552122
"sætninger, hvis du har lært engelsk i et stykke tid, og du vil genoptage læringen.",Danish,82,4.418840607796598
"dette er den bedste video til at begynde med, så lad os gå 50 sætninger på engelsk på forhåbentlig 10 minutter.",Danish,111,4.718498871295094
sætning nummer et dette er en anden måde at spørge på.,Danish,54,4.007333185232471
Hvordan har du det?,Danish,19,2.995732273553991
Hvordan går det?,Danish,16,2.833213344056216
hvordan går det?.,Danish,17,2.8903717578961645
"så du møder nogen, og du tid, hvordan går det ?.",Danish,48,3.8918202981106265
"sætning nummer to, når du ikke har set nogen i et stykke tid, fortæller han ham i lang tid nej se, så det betyder, at du ikke har set denne person måske uger eller måneder i lang tid, se ikke sætningsnummer.",Danish,207,5.337538079701318
"tre, hvis du vil spørge dig, hvad har du lavet.",Danish,47,3.871201010907891
"du spørger, hvad har du været i gang med, så hvad foregik der i dit liv ?.",Danish,74,4.31748811353631
"hvad har du været op med at rejse dem før, hvis alt går?",Danish,56,4.04305126783455
godt du kan bare svare kan ikke klage alt er virkelig sejt.,Danish,59,4.0943445622221
"kan ikke klage over den næste sætning nogen fortæller dig noget, og du har ikke rigtig nævnt det i samtalen, som om de på en eller anden måde gætter på, at du har et nyt job, og du spørger ham.",Danish,193,5.267858159063328
hvordan ved du det?.,Danish,20,3.044522437723423
hvor fik du nyheden som hvordan gør du det?,Danish,43,3.784189633918261
"ved, hvis nogen fortæller en cool joke, kan du fortælle, at det er en god en.",Danish,77,4.356708826689592
"det er en god vittighed, så sætningen er, at det er en god en.",Danish,62,4.143134726391533
"hvis du vil takke nogen, kan du sige, at det er meget venligt af dig tak så meget for at gøre, at det er meget venligt af dig, det er meget venligt af dig, hvis nogen.",Danish,167,5.123963979403259
"forsøgte at hjælpe dig, men kunne ikke nå det resultat, du kan sige.",Danish,68,4.23410650459726
"tak alligevel betyder det ikke noget, men tak alligevel.",Danish,56,4.04305126783455
tak for din indsats.,Danish,20,3.044522437723423
"nej tak alligevel, og en anden sætning, som jeg bruger i min e-mail nogle gange, når jeg ikke har bedt om en person.",Danish,116,4.762173934797756
spørger jeg og så siger jeg til sidst.,Danish,38,3.6635616461296463
"tak på forhånd, hvilket betyder, at jeg virkelig håber, at du skal.",Danish,67,4.219507705176107
gør det noget tak på forhånd.,Danish,29,3.4011973816621555
"tak på forhånd, hvis nogen begik en fejl, og han er virkelig ked af det.",Danish,72,4.290459441148391
du kan bare sige ingen bekymringer.,Danish,35,3.58351893845611
"rolig ingen bekymringer, hvilket betyder, at du ikke skal bekymre dig om det.",Danish,77,4.356708826689592
det er fint.,Danish,12,2.5649493574615367
"ingen bekymringer forestil dig at du kom hjem, og der sidder alle dine venner på din sofa.",Danish,90,4.51085950651685
og du er ligesom hvad der foregår herinde ligesom hvad laver du her ?.,Danish,70,4.2626798770413155
"hvad sker der, hvis du ikke fangede noget, eller det ikke forstod den person, du altid kan spørge, fik jeg dig ret ?.",Danish,117,4.770684624465665
"og fortsæt derefter med at forklare, hvor du har, fik jeg dig ret ?.",Danish,68,4.23410650459726
"Hvis du beder nogen om ikke at blive ked af ikke at græde, kan du sige, tag det ikke til hjertet.",Danish,97,4.584967478670572
"ikke tage det til hjertet som seriøst, vær ikke så ked af det, tag det ikke til hjertet.",Danish,88,4.48863636973214
"en anden måde at spørge, om du ikke fangede en del af en sætning, kan du sige, at jeg ikke fangede det sidste ord.",Danish,114,4.74493212836325
undskyld.,Danish,9,2.302585092994046
"kan du gentage det, fordi jeg ikke fangede det sidste ord, hvis han vil have nogen til at gentage hele sætningen igen.",Danish,118,4.77912349311153
du kan sige undskyld.,Danish,21,3.091042453358316
"Jeg lyttede ikke, fordi du måske havde travlt.",Danish,46,3.8501476017100584
"måske talte du i telefon, og nogen talte til dig, og du er ligesom.",Danish,67,4.219507705176107
Åh gud.,Danish,7,2.0794415416798357
"undskyld, jeg lyttede ikke.",Danish,27,3.332204510175204
kan du gentage det ?.,Danish,21,3.091042453358316
"Jeg lyttede ikke til en anden sætning, som jeg bruger hele tiden.",Danish,65,4.189654742026425
"det betyder ikke noget som om du ikke skal bekymre dig, hvis du taber din kaffe over mig.",Danish,89,4.499809670330265
det er som om det ikke betyder noget.,Danish,37,3.6375861597263857
Jeg har det godt.,Danish,17,2.8903717578961645
jeg' Jeg går alligevel på tøjvask.,Danish,34,3.5553480614894135
"det betyder ikke noget, om du vil ønske nogen held og lykke.",Danish,60,4.110873864173311
"og jeg gør altid, at du kan sige fingre krydsede, og du krydser fingrene sådan.",Danish,79,4.382026634673881
med krydsede fingre.,Danish,20,3.044522437723423
"en anden sætning, som amerikanerne bruger, er dårligt, der forklarer det og.",Danish,76,4.343805421853684
"situationen er, at du ikke fik noget, og så får du en ekstra effekt, og du får det.",Danish,83,4.430816798843313
"og du er som åh, det forklarer det, der forklarer det.",Danish,54,4.007333185232471
"en anden måde at fortælle personen om ikke at være ked af er, at du kan sige, at ting sker som om det er okay.",Danish,110,4.709530201312334
"ting sker, vær ikke forstyrret, hvis du ikke har navnet på den person, du vil tale med ham.",Danish,91,4.5217885770490405
"du kan sige undskyld at genere dig, du ved, du ser.",Danish,51,3.9512437185814275
"nogen har travlt, kan du altid sige undskyld at genere dig, og så kan du gå videre og spørge.",Danish,93,4.543294782270004
undskyld at genere dig.,Danish,23,3.1780538303479458
"hvis du er midt i noget i nogen ' s beder dig om noget, du kan sige åh.",Danish,71,4.276666119016055
"du er midt i noget, og nogen beder dig om at gøre noget, du siger, jeg er ked af det.",Danish,85,4.454347296253507
"Jeg er med dig om et øjeblik, jeg er sammen med dig, og så genoptager du at gøre noget, og du siger, hvor var vi.",Danish,113,4.736198448394496
"som hvornår stoppede vi, hvor var vi, og du bliver nødt til at gentage det, for hvad er det lyden, som nogle fejler med.",Danish,120,4.795790545596741
"så dette er en fantastisk måde at øve på, hvor var vi igen, hvis du er midt i en samtale?",Danish,89,4.499809670330265
"og du forstod ikke, hvad den anden person sagde, du kan sige, du sagde, og med et spørgsmålstegn.",Danish,97,4.584967478670572
"hvilket betyder, hvilket tilskynder personen til at gentage igen?",Danish,65,4.189654742026425
sagde du.,Danish,9,2.302585092994046
"udbrød, dette er super vred.",Danish,28,3.367295829986474
"åh, dette er som næsten vanvittigt.",Danish,35,3.58351893845611
"Jeg freaked en anden sætning, som indfødte talere bruger, er god for dig, og det kan være både positivt og negativt, når du siger, at jeg blev forfremmet, og hvis de siger godt for dig, kan du lide tillykke og nogle gange, hvis du siger, at jeg forlader dette sted.",Danish,265,5.583496308781699
"de er som gode for dig, det ville være bedre uden dig, og dette er en negativ betydning, så lyt virkelig til intonationen.",Danish,122,4.812184355372417
"hvis noget overrasker dig, kan du også sige, at du bliver sjov med mig som åh min gud.",Danish,86,4.465908118654584
"Jeg kan ikke tro det, du skal være en sjov på mig for at bede nogen om at smile og for at være glad kan du altid sige opmuntring opmuntre.",Danish,138,4.9344739331306915
